Index,Node,Rank
0,0,0.006289602618466542
1,1,0.00023590202311540972
2,2,0.00020310565091694567
3,3,0.00022552359869430614
4,4,0.00023849264701222462
5,5,0.00020234812068977809
6,6,0.00018001867135639642
7,7,0.00026267667111515796
8,8,0.00023737300152657922
9,9,0.0006001572433028075
10,10,0.00013504865958890368
11,11,5.2591423276218314e-05
12,12,5.2591423276218314e-05
13,13,0.0003306419576230765
14,14,0.00028864398034146046
15,15,5.2591423276218314e-05
16,16,0.00013324305769198052
17,17,0.00026000987429524483
18,18,5.2591423276218314e-05
19,19,0.00038064314056362173
20,20,0.00029297537600066995
21,21,0.0006928319433106635
22,22,0.00016385672869526872
23,23,0.0004043263404882842
24,24,0.00022824011209266327
25,25,0.0008004126605197681
26,26,0.0006922746319436038
27,27,9.900477693053426e-05
28,28,0.0002552192093758929
29,29,0.00019154955480122382
30,30,0.0002121964513121638
31,31,0.00029936195818065976
32,32,0.00014788937149430478
33,33,9.172093610965165e-05
34,34,9.248443396698941e-05
35,35,7.353643512923525e-05
36,36,0.0001850267791448929
37,37,5.2591423276218314e-05
38,38,0.00014126143938496464
39,39,0.00019468359653213862
40,40,0.0004956290864477818
41,41,0.00046530604538298797
42,42,9.172093610965165e-05
43,43,5.2591423276218314e-05
44,44,0.00013694286955319687
45,45,0.0001596025527911737
46,46,0.00013312362076432354
47,47,8.030042198440289e-05
48,48,0.00029272795380994835
49,49,0.00015564790905136537
50,50,0.00015285262772959924
51,51,0.00014051490911703464
52,52,8.219518722798913e-05
53,53,0.00041525518043789315
54,54,0.0001346315395348503
55,55,0.00019740128445968694
56,56,0.0008039024292749443
57,57,0.00021380181907352505
58,58,0.00021402001229947393
59,59,0.00022393731076947957
60,60,0.0001179214817815534
61,61,9.993081338694414e-05
62,62,0.000294118187302578
63,63,9.762401994576605e-05
64,64,0.00014304317844236687
65,65,0.00016011443293880614
66,66,0.00017891995625352093
67,67,0.0007724556453836683
68,68,0.00021487874776333194
69,69,0.0001410081446777761
70,70,7.684630684627396e-05
71,71,0.00010148330553096666
72,72,0.0002733935497308621
73,73,0.00015801614677929968
74,74,5.2591423276218314e-05
75,75,0.00017600935698758896
76,76,8.258166400536363e-05
77,77,0.00012062978066488579
78,78,0.00021693170124186377
79,79,0.00015290410790864953
80,80,0.00031475366122911397
81,81,0.00010752780555275151
82,82,0.0003849000964535906
83,83,0.00014051490911703464
84,84,0.00019107773185719068
85,85,0.000182837954537027
86,86,0.00015187043333662333
87,87,0.0001726709411151336
88,88,0.00028441481196072053
89,89,0.00022888063692828091
90,90,8.919860362388565e-05
91,91,0.00023737300152657922
92,92,0.00028831153295411636
93,93,0.00018377073837312445
94,94,0.00029878104789358967
95,95,0.00018055035893729885
96,96,0.00014618512832270217
97,97,0.00010958436029004845
98,98,0.0005003246722658377
99,99,0.0002993734003136998
100,100,0.00017520377701900366
101,101,0.00026633258205467354
102,102,0.0001536353619686624
103,103,0.00018812236311743378
104,104,0.00034640792239928187
105,105,0.0001813354264970288
106,106,0.0001275482626354048
107,107,0.006936420955866117
108,108,0.00020008087943521537
109,109,0.00040147225316823187
110,110,0.000155723211962933
111,111,0.0002934993171110268
112,112,0.00010075548047141475
113,113,0.0004217680378937481
114,114,5.2591423276218314e-05
115,115,0.0004171974177353141
116,116,0.00032518618611985356
117,117,0.00011250195884281505
118,118,0.00039779999591200874
119,119,0.0007319072593209059
120,120,8.991381061339179e-05
121,121,0.00017194948880466562
122,122,0.000660524079101169
123,123,0.0002085473897771233
124,124,0.00011232974058162626
125,125,7.592166875181042e-05
126,126,0.0001273415703148841
127,127,0.00024347720956291596
128,128,0.0003067678430282077
129,129,0.00012350917911145407
130,130,0.0002300074101712803
131,131,0.00017343689435242747
132,132,0.0002084674125014289
133,133,0.00023550237804358028
134,134,0.00021905817390362813
135,135,0.0001716312351638319
136,136,0.0006337403250536821
137,137,0.0003304194027641963
138,138,7.29339350530321e-05
139,139,0.00015511284188837794
140,140,0.00022045298382317283
141,141,0.0003120021058476483
142,142,0.0004508863208061317
143,143,0.00029379905862812603
144,144,0.0002911632908825187
145,145,8.919860362388565e-05
146,146,0.00014443058241554713
147,147,0.00018001867135639642
148,148,0.000246266902213844
149,149,0.0002717075425301843
150,150,0.00019408389327919988
151,151,0.00015376030165803836
152,152,0.00012492244142269063
153,153,6.212683318297321e-05
154,154,7.932370381914374e-05
155,155,0.00010298408354995632
156,156,0.00016483892073663328
157,157,0.00010600177299096029
158,158,0.0002996906273208094
159,159,0.0002046728574167513
160,160,6.9467498708458e-05
161,161,0.0002798852018135081
162,162,0.00016967237746256535
163,163,0.00012143853497887508
164,164,7.388101008374698e-05
165,165,0.00014915412045219805
166,166,0.00010901413534460111
167,167,0.00016890007322119526
168,168,0.00016671442975985684
169,169,0.0004151646984609198
170,170,0.0005074088921908395
171,171,0.000378355466254029
172,172,0.0004407711556279399
173,173,0.00022095845526127968
174,174,0.00013034902763874113
175,175,0.0003793293986316261
176,176,0.00017618515353876556
177,177,0.0002585099773533988
178,178,0.00018869072847033035
179,179,0.00012913236759476578
180,180,0.0002767445611013242
181,181,0.00023849264701222462
182,182,0.00011527130527604326
183,183,6.368961659823045e-05
184,184,0.0002672226937983914
185,185,0.0002961999215015276
186,186,0.00046621447393238173
187,187,0.00022988568150929335
188,188,0.0005108965045625002
189,189,0.00014304317844236685
190,190,0.00010282026746515356
191,191,7.61960844371223e-05
192,192,0.00017301613709081926
193,193,0.0001574726670170539
194,194,0.0002639598416875759
195,195,0.00021693170124186377
196,196,0.0001873951321712373
197,197,0.00024333864382939508
198,198,0.0002614245993622164
199,199,0.0004970049703824462
200,200,0.0005910801200346582
201,201,0.00012897541087218095
202,202,0.00010292663043672868
203,203,0.0006010225402459133
204,204,0.0002962826897902639
205,205,8.219518722798913e-05
206,206,9.395375113592259e-05
207,207,7.058161753737582e-05
208,208,0.00010922841949088753
209,209,5.2591423276218314e-05
210,210,5.2591423276218314e-05
211,211,0.00032880769401620797
212,212,0.00021432815128277834
213,213,0.00044529886849428447
214,214,0.0003403575506892807
215,215,5.2591423276218314e-05
216,216,7.316135797264995e-05
217,217,0.00015475317259206118
218,218,0.00021693170124186377
219,219,0.0001871288407649585
220,220,0.00010976491449644481
221,221,0.00012002945878746593
222,222,0.0001597196367977622
223,223,0.0002889286561887119
224,224,0.00031577258923565563
225,225,0.0002356740824566413
226,226,0.0002702688049305354
227,227,0.00034158982143158703
228,228,8.191472452896019e-05
229,229,0.00011381076457556984
230,230,0.00025568030168036726
231,231,0.00026583921687860527
232,232,0.0002807639719424711
233,233,9.172093610965165e-05
234,234,6.156088050173824e-05
235,235,9.539300445966986e-05
236,236,0.00041031916579837934
237,237,0.00014051490911703464
238,238,0.0002629615278805077
239,239,0.0006249254018258981
240,240,8.5221027342802e-05
241,241,8.584029528609231e-05
242,242,0.00031696122939207466
243,243,0.00019283583150295113
244,244,9.172093610965165e-05
245,245,0.0001492859868693686
246,246,0.00018008523286646146
247,247,8.422336345097661e-05
248,248,0.0002488185997176479
249,249,0.00032177434292800835
250,250,8.991070265063983e-05
251,251,0.00021865772909244487
252,252,0.000669817854966544
253,253,0.00010958436029004845
254,254,0.00024026832100846923
255,255,8.584029528609231e-05
256,256,9.172093610965165e-05
257,257,0.00022446583496597443
258,258,0.00019198419452430546
259,259,0.00023737300152657922
260,260,0.00015875277218372559
261,261,0.0004123223841742483
262,262,0.00010976491449644481
263,263,0.00017463608200791601
264,264,0.000155723211962933
265,265,0.00030010243262024953
266,266,0.0002522370411412988
267,267,7.290199927340598e-05
268,268,0.0001449621778096831
269,269,0.00013635950097119323
270,270,9.478365173272161e-05
271,271,0.0007457889296014826
272,272,0.0005026915251136312
273,273,0.00021693170124186377
274,274,0.00018391243030319894
275,275,0.00023849264701222462
276,276,0.0002129760795089638
277,277,0.0007191102550992674
